episode,reward,waiting,queue,arrived,epsilon,phase_counts,phases_used,dominant_phase,dominant_pct
201,5035.107437500001,5823.436388888889,42.880833333333335,1315.0,0.6687115105103473,"{""0"": 79, ""1"": 79}",2,0,50.0
202,5183.844312499982,5950.525277777778,43.81666666666667,1350.0,0.6673740874893266,"{""0"": 74, ""1"": 73}",2,0,50.3
203,5356.455625000001,5788.063888888889,42.702222222222225,1376.0,0.6660393393143479,"{""0"": 70, ""1"": 70}",2,0,50.0
204,5073.773749999999,5887.427777777778,43.48833333333334,1326.0,0.6647072606357192,"{""0"": 78, ""1"": 78}",2,0,50.0
205,5095.630625000004,5837.283333333334,43.530277777777776,1325.0,0.6633778461144477,"{""0"": 60, ""1"": 60}",2,0,50.0
206,4694.438749999987,5806.294444444445,43.20611111111111,1243.0,0.6620510904222189,"{""0"": 61, ""1"": 61}",2,0,50.0
207,4960.3811875000065,5717.589166666667,42.45777777777778,1293.0,0.6607269882413744,"{""0"": 69, ""1"": 69}",2,0,50.0
208,4983.492625000003,5921.549444444445,43.53722222222222,1309.0,0.6594055342648917,"{""0"": 72, ""1"": 72}",2,0,50.0
209,5176.071937499995,5902.141388888889,43.66222222222222,1345.0,0.6580867231963619,"{""0"": 70, ""1"": 69}",2,0,50.4
210,5306.306687500016,5863.703611111111,43.654444444444444,1370.0,0.6567705497499692,"{""0"": 71, ""1"": 71}",2,0,50.0
211,5221.795125000012,5795.821666666667,42.81166666666667,1348.0,0.6554570086504692,"{""0"": 74, ""1"": 74}",2,0,50.0
212,5241.727000000004,5840.432777777778,43.02527777777778,1357.0,0.6541460946331682,"{""0"": 74, ""1"": 73}",2,0,50.3
213,4961.962812500014,5845.648611111111,43.132222222222225,1301.0,0.6528378024439019,"{""0"": 71, ""1"": 71}",2,0,50.0
214,5332.23043749999,5744.1675,42.903055555555554,1366.0,0.6515321268390141,"{""0"": 64, ""1"": 64}",2,0,50.0
215,5060.121437499994,5801.388055555555,42.82388888888889,1318.0,0.6502290625853361,"{""0"": 76, ""1"": 76}",2,0,50.0
216,5138.176250000023,5855.258333333333,43.3625,1337.0,0.6489286044601654,"{""0"": 76, ""1"": 75}",2,0,50.3
217,4969.028937499999,5951.338055555556,43.833888888888886,1308.0,0.6476307472512451,"{""0"": 78, ""1"": 78}",2,0,50.0
218,5033.257937500001,5809.645277777778,43.0375,1310.0,0.6463354857567426,"{""0"": 63, ""1"": 62}",2,0,50.4
219,5212.015312499998,5806.965277777777,43.24111111111111,1348.0,0.6450428147852291,"{""0"": 72, ""1"": 71}",2,0,50.3
220,5181.196937499985,5895.349722222222,43.76916666666666,1346.0,0.6437527291556586,"{""0"": 69, ""1"": 69}",2,0,50.0
221,5059.082249999989,5800.565,42.9375,1317.0,0.6424652236973473,"{""0"": 73, ""1"": 72}",2,0,50.3
222,4918.247312500004,5772.414722222222,42.59027777777778,1287.0,0.6411802932499525,"{""0"": 72, ""1"": 72}",2,0,50.0
223,5417.829625000002,5920.829444444445,44.12888888888889,1394.0,0.6398979326634526,"{""0"": 64, ""1"": 64}",2,0,50.0
224,5148.874312500006,5715.128055555556,42.50972222222222,1329.0,0.6386181367981257,"{""0"": 71, ""1"": 71}",2,0,50.0
225,5124.852562500001,5829.6913888888885,43.01583333333333,1330.0,0.6373409005245295,"{""0"": 70, ""1"": 70}",2,0,50.0
226,4615.281187500001,5763.766944444445,42.55388888888889,1227.0,0.6360662187234805,"{""0"": 71, ""1"": 70}",2,0,50.4
227,5165.828937499993,5964.063055555555,44.219722222222224,1346.0,0.6347940862860335,"{""0"": 67, ""1"": 67}",2,0,50.0
228,5179.390124999991,5843.710555555555,43.35,1344.0,0.6335244981134615,"{""0"": 72, ""1"": 71}",2,0,50.3
229,5253.9561875,5916.678055555555,43.693333333333335,1362.0,0.6322574491172346,"{""0"": 73, ""1"": 73}",2,0,50.0
230,5092.778000000002,5780.167222222222,42.856944444444444,1323.0,0.6309929342190002,"{""0"": 73, ""1"": 73}",2,0,50.0
231,5152.077374999996,5875.747777777778,43.72694444444444,1339.0,0.6297309483505622,"{""0"": 64, ""1"": 64}",2,0,50.0
232,5145.726499999993,5790.612777777777,43.09916666666667,1335.0,0.6284714864538611,"{""0"": 72, ""1"": 72}",2,0,50.0
233,4724.814249999995,5788.514444444444,42.49777777777778,1250.0,0.6272145434809534,"{""0"": 72, ""1"": 72}",2,0,50.0
234,5508.7878125000125,5718.448611111111,42.599444444444444,1403.0,0.6259601143939915,"{""0"": 71, ""1"": 70}",2,0,50.4
235,5183.962437499979,5882.383611111111,43.62277777777778,1346.0,0.6247081941652035,"{""0"": 74, ""1"": 73}",2,0,50.3
236,5183.671437500001,5868.640833333333,43.2875,1348.0,0.6234587777768731,"{""0"": 83, ""1"": 82}",2,0,50.3
237,5347.727312500014,5676.225833333333,42.50416666666667,1367.0,0.6222118602213194,"{""0"": 71, ""1"": 70}",2,0,50.4
238,4997.491000000009,5834.517777777778,43.041111111111114,1308.0,0.6209674365008767,"{""0"": 81, ""1"": 81}",2,0,50.0
239,4903.209437499992,5794.344166666667,42.97527777777778,1283.0,0.619725501627875,"{""0"": 66, ""1"": 66}",2,0,50.0
240,5270.204187500004,5949.703611111111,44.21944444444444,1366.0,0.6184860506246193,"{""0"": 65, ""1"": 64}",2,0,50.4
241,5354.637374999985,5784.3533333333335,43.073055555555555,1373.0,0.61724907852337,"{""0"": 69, ""1"": 69}",2,0,50.0
242,5075.158500000006,5800.373333333333,42.772777777777776,1320.0,0.6160145803663232,"{""0"": 70, ""1"": 70}",2,0,50.0
243,5018.3599374999985,5770.966944444444,42.57944444444445,1309.0,0.6147825512055906,"{""0"": 78, ""1"": 77}",2,0,50.3
244,5426.675375000012,5755.151111111111,42.956944444444446,1388.0,0.6135529861031793,"{""0"": 75, ""1"": 75}",2,0,50.0
245,4636.396999999997,5883.349444444444,43.25805555555556,1238.0,0.612325880130973,"{""0"": 75, ""1"": 75}",2,0,50.0
246,5122.355875000008,5766.662777777778,42.90888888888889,1327.0,0.611101228370711,"{""0"": 65, ""1"": 64}",2,0,50.4
247,4775.723937500001,5972.6575,43.93194444444445,1270.0,0.6098790259139696,"{""0"": 74, ""1"": 74}",2,0,50.0
248,5073.670750000007,5843.246666666667,43.14111111111111,1322.0,0.6086592678621416,"{""0"": 76, ""1"": 76}",2,0,50.0
249,4863.569625000001,5843.768333333333,43.195,1280.0,0.6074419493264174,"{""0"": 67, ""1"": 67}",2,0,50.0
250,5055.988187499999,5755.824722222223,42.81444444444445,1312.0,0.6062270654277645,"{""0"": 60, ""1"": 60}",2,0,50.0
251,4926.346312499998,5847.463611111111,43.371944444444445,1293.0,0.6050146112969089,"{""0"": 69, ""1"": 69}",2,0,50.0
252,5080.75818750001,5854.924722222222,43.20388888888889,1326.0,0.6038045820743151,"{""0"": 76, ""1"": 76}",2,0,50.0
253,5301.815249999994,5796.0072222222225,42.86472222222222,1365.0,0.6025969729101665,"{""0"": 70, ""1"": 70}",2,0,50.0
254,5015.189374999986,5756.105555555556,42.780277777777776,1305.0,0.6013917789643461,"{""0"": 69, ""1"": 69}",2,0,50.0
255,5021.777874999995,5897.417777777778,43.61527777777778,1316.0,0.6001889954064175,"{""0"": 76, ""1"": 76}",2,0,50.0
256,4710.997374999999,5830.2283333333335,43.03111111111111,1247.0,0.5989886174156046,"{""0"": 61, ""1"": 61}",2,0,50.0
257,5223.51824999999,5813.924444444445,42.93277777777778,1352.0,0.5977906401807734,"{""0"": 74, ""1"": 74}",2,0,50.0
258,5062.92075,5919.977222222222,43.665277777777774,1324.0,0.5965950589004119,"{""0"": 75, ""1"": 75}",2,0,50.0
259,4934.049687500009,5823.365277777778,42.79694444444444,1293.0,0.595401868782611,"{""0"": 72, ""1"": 72}",2,0,50.0
260,4871.0923124999945,5750.939722222222,42.48722222222222,1277.0,0.5942110650450458,"{""0"": 76, ""1"": 76}",2,0,50.0
261,5186.0569375,5743.819166666667,42.47611111111111,1339.0,0.5930226429149558,"{""0"": 74, ""1"": 74}",2,0,50.0
262,4973.727875000018,5969.881666666667,44.035555555555554,1308.0,0.5918365976291259,"{""0"": 66, ""1"": 66}",2,0,50.0
263,5221.8668749999915,5812.347222222223,43.41888888888889,1349.0,0.5906529244338676,"{""0"": 70, ""1"": 70}",2,0,50.0
264,4846.315625000005,5861.0,43.53472222222222,1278.0,0.5894716185849999,"{""0"": 68, ""1"": 68}",2,0,50.0
265,5149.121187499993,5894.544722222222,43.48888888888889,1341.0,0.5882926753478298,"{""0"": 79, ""1"": 78}",2,0,50.3
266,5116.530187500001,5911.5075,43.56361111111111,1333.0,0.5871160899971342,"{""0"": 69, ""1"": 69}",2,0,50.0
267,5141.636687499993,5807.4702777777775,43.00333333333333,1334.0,0.5859418578171399,"{""0"": 72, ""1"": 72}",2,0,50.0
268,5034.120687499995,5651.049722222222,41.9025,1303.0,0.5847699741015057,"{""0"": 71, ""1"": 70}",2,0,50.4
269,5323.2579375,5886.261944444444,43.42861111111111,1376.0,0.5836004341533026,"{""0"": 79, ""1"": 79}",2,0,50.0
270,4956.958187499999,5978.758055555556,44.50666666666667,1305.0,0.5824332332849961,"{""0"": 64, ""1"": 64}",2,0,50.0
271,5101.480625,5901.002777777778,43.516666666666666,1331.0,0.5812683668184261,"{""0"": 73, ""1"": 73}",2,0,50.0
272,5047.5757499999945,5789.68,42.97888888888889,1314.0,0.5801058300847892,"{""0"": 69, ""1"": 69}",2,0,50.0
273,5184.351062499998,5852.9425,42.9275,1344.0,0.5789456184246197,"{""0"": 80, ""1"": 79}",2,0,50.3
274,5093.607124999994,5850.235,43.26777777777778,1328.0,0.5777877271877704,"{""0"": 79, ""1"": 79}",2,0,50.0
275,5029.243312500003,5744.4325,42.34583333333333,1310.0,0.5766321517333949,"{""0"": 88, ""1"": 87}",2,0,50.3
276,4931.230749999996,5914.0633333333335,43.555,1297.0,0.5754788874299281,"{""0"": 71, ""1"": 70}",2,0,50.4
277,5289.015999999989,5887.195555555556,43.92888888888889,1366.0,0.5743279296550683,"{""0"": 65, ""1"": 64}",2,0,50.4
278,4907.286249999998,5809.8,42.85388888888889,1287.0,0.5731792737957582,"{""0"": 71, ""1"": 71}",2,0,50.0
279,4998.094999999992,5846.258333333333,43.5375,1306.0,0.5720329152481667,"{""0"": 67, ""1"": 67}",2,0,50.0
280,5208.599062499988,5885.065277777778,43.41888888888889,1352.0,0.5708888494176704,"{""0"": 74, ""1"": 73}",2,0,50.3
281,4972.925500000003,5927.872777777778,43.82083333333333,1307.0,0.569747071718835,"{""0"": 73, ""1"": 73}",2,0,50.0
282,5126.217562500001,5898.769166666667,43.27916666666667,1336.0,0.5686075775753973,"{""0"": 76, ""1"": 75}",2,0,50.3
283,5199.971812500002,5808.480833333333,42.97277777777778,1347.0,0.5674703624202465,"{""0"": 76, ""1"": 75}",2,0,50.3
284,4942.901937499982,5879.933055555555,43.32805555555556,1298.0,0.5663354216954061,"{""0"": 72, ""1"": 72}",2,0,50.0
285,4669.354499999994,5950.246666666667,43.88166666666667,1247.0,0.5652027508520152,"{""0"": 71, ""1"": 70}",2,0,50.4
286,5425.01412500001,5799.981666666667,43.07055555555556,1388.0,0.5640723453503111,"{""0"": 72, ""1"": 71}",2,0,50.3
287,5514.254624999998,5837.96,43.215833333333336,1411.0,0.5629442006596105,"{""0"": 72, ""1"": 71}",2,0,50.3
288,4806.010749999997,5823.446666666667,42.861666666666665,1268.0,0.5618183122582913,"{""0"": 78, ""1"": 78}",2,0,50.0
289,5189.062250000015,5946.345555555556,44.07111111111111,1351.0,0.5606946756337747,"{""0"": 73, ""1"": 72}",2,0,50.3
290,5291.627937499997,5853.539722222222,43.27527777777778,1367.0,0.5595732862825071,"{""0"": 79, ""1"": 79}",2,0,50.0
291,5015.416374999996,5935.871666666667,43.43611111111111,1317.0,0.5584541397099421,"{""0"": 80, ""1"": 80}",2,0,50.0
292,5106.152625000007,5861.088333333333,43.115,1332.0,0.5573372314305222,"{""0"": 79, ""1"": 79}",2,0,50.0
293,5218.388375000007,5803.290555555555,43.05388888888889,1350.0,0.5562225569676611,"{""0"": 76, ""1"": 76}",2,0,50.0
294,5252.063249999998,5819.707777777778,42.967777777777776,1358.0,0.5551101118537257,"{""0"": 77, ""1"": 77}",2,0,50.0
295,5079.211062500009,5926.931388888889,43.67138888888889,1328.0,0.5539998916300183,"{""0"": 73, ""1"": 73}",2,0,50.0
296,5186.501249999998,5947.2444444444445,43.90833333333333,1350.0,0.5528918918467582,"{""0"": 75, ""1"": 74}",2,0,50.3
297,4851.636187499989,5876.8225,43.26277777777778,1279.0,0.5517861080630647,"{""0"": 73, ""1"": 73}",2,0,50.0
298,5055.138875000011,5947.957777777778,44.1425,1323.0,0.5506825358469386,"{""0"": 65, ""1"": 65}",2,0,50.0
299,5233.072125000007,5787.576666666667,42.95194444444444,1352.0,0.5495811707752447,"{""0"": 76, ""1"": 75}",2,0,50.3
300,5112.687562500006,5979.219166666667,44.130833333333335,1337.0,0.5484820084336942,"{""0"": 69, ""1"": 69}",2,0,50.0
301,4979.650812499999,5900.901944444445,43.309444444444445,1307.0,0.5473850444168268,"{""0"": 80, ""1"": 80}",2,0,50.0
302,5006.922687500004,5844.346388888889,43.374722222222225,1308.0,0.5462902743279932,"{""0"": 64, ""1"": 64}",2,0,50.0
303,5066.563749999995,5989.072222222222,44.06166666666667,1329.0,0.5451976937793371,"{""0"": 73, ""1"": 72}",2,0,50.3
304,5465.15168750001,5793.098055555555,43.00055555555556,1399.0,0.5441072983917784,"{""0"": 72, ""1"": 72}",2,0,50.0
305,5234.342375,5920.892222222222,43.82805555555556,1359.0,0.5430190837949949,"{""0"": 72, ""1"": 72}",2,0,50.0
306,5180.626625000009,5886.228888888889,43.34027777777778,1347.0,0.5419330456274049,"{""0"": 77, ""1"": 77}",2,0,50.0
307,5242.4551249999995,5771.510555555556,42.913333333333334,1352.0,0.5408491795361501,"{""0"": 69, ""1"": 68}",2,0,50.4
308,5019.793250000002,5845.757777777778,43.416111111111114,1312.0,0.5397674811770777,"{""0"": 73, ""1"": 73}",2,0,50.0
309,5158.317375000008,5940.489444444444,43.55166666666667,1345.0,0.5386879462147236,"{""0"": 77, ""1"": 76}",2,0,50.3
310,4996.888625000012,5833.475555555556,43.13527777777778,1308.0,0.5376105703222942,"{""0"": 75, ""1"": 75}",2,0,50.0
311,5053.657374999992,5872.783888888889,43.27111111111111,1320.0,0.5365353491816496,"{""0"": 72, ""1"": 72}",2,0,50.0
312,5285.119187499992,5857.284166666666,43.19916666666666,1366.0,0.5354622784832863,"{""0"": 71, ""1"": 71}",2,0,50.0
313,4951.568124999999,5805.291666666667,42.61277777777778,1298.0,0.5343913539263198,"{""0"": 82, ""1"": 82}",2,0,50.0
314,4883.70606249999,5724.786944444444,42.27972222222222,1278.0,0.5333225712184672,"{""0"": 66, ""1"": 66}",2,0,50.0
315,5250.885375000011,5848.401111111111,43.50527777777778,1360.0,0.5322559260760302,"{""0"": 81, ""1"": 80}",2,0,50.3
316,5097.81725,5808.476111111111,42.714166666666664,1326.0,0.5311914142238782,"{""0"": 80, ""1"": 79}",2,0,50.3
317,5092.448125,5741.044444444445,42.12694444444445,1323.0,0.5301290313954304,"{""0"": 81, ""1"": 81}",2,0,50.0
318,4998.289437499993,5841.010833333334,43.40083333333333,1307.0,0.5290687733326396,"{""0"": 71, ""1"": 71}",2,0,50.0
319,5478.6349375,5868.583611111111,43.656666666666666,1404.0,0.5280106357859743,"{""0"": 70, ""1"": 69}",2,0,50.4
320,5436.011875000003,5843.6194444444445,43.696666666666665,1394.0,0.5269546145144024,"{""0"": 68, ""1"": 68}",2,0,50.0
321,5101.63406250001,5984.534722222223,43.98138888888889,1335.0,0.5259007052853736,"{""0"": 68, ""1"": 68}",2,0,50.0
322,5020.9124999999885,5805.430555555556,43.19583333333333,1308.0,0.5248489038748029,"{""0"": 69, ""1"": 68}",2,0,50.4
323,5234.184874999994,5755.264444444444,42.67194444444444,1350.0,0.5237992060670532,"{""0"": 73, ""1"": 73}",2,0,50.0
324,5265.891750000002,5806.003333333333,43.19777777777778,1359.0,0.5227516076549191,"{""0"": 72, ""1"": 72}",2,0,50.0
325,5125.497249999992,5814.037222222222,43.18638888888889,1330.0,0.5217061044396093,"{""0"": 72, ""1"": 71}",2,0,50.3
326,4982.47375,5941.133333333333,43.73722222222222,1310.0,0.52066269223073,"{""0"": 74, ""1"": 74}",2,0,50.0
327,5413.0306250000085,5817.852777777778,42.97888888888889,1390.0,0.5196213668462686,"{""0"": 82, ""1"": 82}",2,0,50.0
328,5160.188562500014,5952.261944444444,43.86222222222222,1344.0,0.5185821241125761,"{""0"": 65, ""1"": 65}",2,0,50.0
329,4975.406687499999,5810.878611111111,42.823055555555555,1303.0,0.5175449598643509,"{""0"": 78, ""1"": 77}",2,0,50.3
330,5204.32337499999,5836.846111111111,43.43,1349.0,0.5165098699446222,"{""0"": 73, ""1"": 73}",2,0,50.0
331,5043.355749999985,5941.305,44.06138888888889,1320.0,0.515476850204733,"{""0"": 70, ""1"": 69}",2,0,50.4
332,4946.9476875000155,5836.7825,43.05888888888889,1296.0,0.5144458965043235,"{""0"": 67, ""1"": 67}",2,0,50.0
333,5354.007687499991,5875.251944444444,43.37138888888889,1382.0,0.5134170047113148,"{""0"": 84, ""1"": 84}",2,0,50.0
334,5009.224812499999,5899.114722222223,43.308055555555555,1314.0,0.5123901707018922,"{""0"": 80, ""1"": 80}",2,0,50.0
335,5319.844562499997,5918.446388888889,43.81611111111111,1375.0,0.5113653903604884,"{""0"": 73, ""1"": 72}",2,0,50.3
336,5303.817812499999,5908.926388888889,43.95777777777778,1371.0,0.5103426595797674,"{""0"": 66, ""1"": 66}",2,0,50.0
337,5433.561437499994,5961.938055555555,43.967777777777776,1400.0,0.5093219742606079,"{""0"": 70, ""1"": 70}",2,0,50.0
338,5056.834749999996,5780.903888888889,42.81638888888889,1313.0,0.5083033303120866,"{""0"": 65, ""1"": 65}",2,0,50.0
339,5205.582312500003,5843.873055555556,43.00944444444445,1349.0,0.5072867236514624,"{""0"": 73, ""1"": 73}",2,0,50.0
340,5297.301937500007,5867.569166666667,43.56166666666667,1368.0,0.5062721502041595,"{""0"": 68, ""1"": 68}",2,0,50.0
341,5117.866000000005,5839.751111111111,43.38166666666667,1330.0,0.5052596059037512,"{""0"": 65, ""1"": 64}",2,0,50.4
342,4919.462374999995,5798.5922222222225,42.64361111111111,1291.0,0.5042490866919437,"{""0"": 78, ""1"": 78}",2,0,50.0
343,5144.029874999996,5753.906111111111,42.43222222222222,1332.0,0.5032405885185598,"{""0"": 75, ""1"": 75}",2,0,50.0
344,5037.948125000007,5897.611111111111,43.31472222222222,1320.0,0.5022341073415226,"{""0"": 79, ""1"": 78}",2,0,50.3
345,5090.895249999994,5890.962777777778,43.73083333333334,1327.0,0.5012296391268396,"{""0"": 70, ""1"": 69}",2,0,50.4
346,5126.787750000007,5786.8516666666665,42.95638888888889,1330.0,0.5002271798485859,"{""0"": 78, ""1"": 77}",2,0,50.3
347,5410.009312500001,5859.141944444445,43.25666666666667,1388.0,0.4992267254888887,"{""0"": 62, ""1"": 62}",2,0,50.0
348,4942.805187499997,5855.671388888889,43.13611111111111,1298.0,0.4982282720379109,"{""0"": 73, ""1"": 73}",2,0,50.0
349,5099.085062499994,5775.560833333333,42.81166666666667,1324.0,0.4972318154938351,"{""0"": 74, ""1"": 73}",2,0,50.3
350,5408.380374999988,5729.812222222222,42.7525,1383.0,0.49623735186284745,"{""0"": 67, ""1"": 67}",2,0,50.0
351,5166.619249999995,5808.753333333333,43.05222222222222,1337.0,0.49524487715912174,"{""0"": 72, ""1"": 71}",2,0,50.3
352,5044.894312500002,5837.061388888889,43.179722222222225,1317.0,0.4942543874048035,"{""0"": 71, ""1"": 71}",2,0,50.0
353,5281.674125000009,5845.892777777778,43.46944444444444,1364.0,0.4932658786299939,"{""0"": 73, ""1"": 73}",2,0,50.0
354,4990.4854375,5760.231388888889,42.547222222222224,1302.0,0.4922793468727339,"{""0"": 76, ""1"": 75}",2,0,50.3
355,5156.438249999993,5853.855,43.439166666666665,1340.0,0.4912947881789884,"{""0"": 71, ""1"": 70}",2,0,50.4
356,4996.446874999988,5805.8694444444445,42.85611111111111,1306.0,0.4903121986026304,"{""0"": 75, ""1"": 75}",2,0,50.0
357,5043.379062499992,5890.840277777777,43.4475,1320.0,0.48933157420542517,"{""0"": 76, ""1"": 76}",2,0,50.0
358,5357.851937499994,5745.6913888888885,42.638333333333335,1373.0,0.48835291105701434,"{""0"": 77, ""1"": 76}",2,0,50.3
359,5356.973875000002,5742.6466666666665,42.683055555555555,1373.0,0.48737620523490033,"{""0"": 70, ""1"": 69}",2,0,50.4
360,5090.847749999979,5757.573888888889,42.69083333333333,1318.0,0.48640145282443054,"{""0"": 67, ""1"": 66}",2,0,50.4
361,5290.75525,5719.165555555555,42.48388888888889,1358.0,0.48542864991878165,"{""0"": 72, ""1"": 72}",2,0,50.0
362,4940.818937499999,5799.143611111111,42.910555555555554,1293.0,0.48445779261894406,"{""0"": 67, ""1"": 66}",2,0,50.4
363,5150.458875,5914.393888888889,43.66222222222222,1342.0,0.4834888770337062,"{""0"": 73, ""1"": 72}",2,0,50.3
364,5156.677875000012,5812.717777777778,43.07972222222222,1335.0,0.4825218992796388,"{""0"": 71, ""1"": 70}",2,0,50.4
365,4988.907812500003,5889.065277777778,43.181666666666665,1307.0,0.4815568554810795,"{""0"": 71, ""1"": 71}",2,0,50.0
366,5045.535999999981,5892.637222222223,43.409166666666664,1318.0,0.4805937417701174,"{""0"": 75, ""1"": 75}",2,0,50.0
367,5214.649250000015,5865.367222222222,43.56916666666667,1351.0,0.47963255428657714,"{""0"": 74, ""1"": 74}",2,0,50.0
368,4811.777874999998,5753.959444444445,42.45,1267.0,0.478673289178004,"{""0"": 78, ""1"": 77}",2,0,50.3
369,5129.029062500009,5855.8375,43.339444444444446,1333.0,0.477715942599648,"{""0"": 71, ""1"": 70}",2,0,50.4
370,5057.7972499999905,5803.259444444445,42.71138888888889,1318.0,0.4767605107144487,"{""0"": 75, ""1"": 75}",2,0,50.0
371,4769.852999999998,5766.350555555556,42.66916666666667,1257.0,0.4758069896930198,"{""0"": 67, ""1"": 67}",2,0,50.0
372,5199.966999999992,5952.068888888889,43.663333333333334,1355.0,0.4748553757136338,"{""0"": 83, ""1"": 83}",2,0,50.0
373,5275.452125000002,5810.426666666666,43.0425,1360.0,0.47390566496220654,"{""0"": 71, ""1"": 70}",2,0,50.4
374,4902.293500000001,5817.565,42.735277777777775,1288.0,0.47295785363228215,"{""0"": 79, ""1"": 79}",2,0,50.0
375,4833.572937499988,5925.0841666666665,43.71194444444444,1278.0,0.4720119379250176,"{""0"": 68, ""1"": 68}",2,0,50.0
376,4861.243812500003,5832.421944444444,42.86333333333334,1279.0,0.4710679140491676,"{""0"": 68, ""1"": 68}",2,0,50.0
377,5315.542499999991,5766.708333333333,42.613055555555555,1367.0,0.47012577822106927,"{""0"": 73, ""1"": 73}",2,0,50.0
378,5326.501749999984,5903.975555555556,43.67666666666667,1377.0,0.46918552666462715,"{""0"": 75, ""1"": 75}",2,0,50.0
379,5010.973062500015,5822.353055555555,43.26,1309.0,0.46824715561129787,"{""0"": 75, ""1"": 74}",2,0,50.3
380,5002.385625000009,5882.030555555555,43.15888888888889,1312.0,0.46731066130007526,"{""0"": 82, ""1"": 82}",2,0,50.0
381,5180.320562500013,5944.255833333334,44.06805555555555,1349.0,0.4663760399774751,"{""0"": 71, ""1"": 70}",2,0,50.4
382,5052.175437500001,5841.953611111111,42.83777777777778,1320.0,0.46544328789752015,"{""0"": 82, ""1"": 82}",2,0,50.0
383,5199.424687499986,5798.206944444444,42.94611111111111,1345.0,0.4645124013217251,"{""0"": 71, ""1"": 71}",2,0,50.0
384,5064.277375000008,5948.292222222222,44.03916666666667,1328.0,0.46358337651908166,"{""0"": 82, ""1"": 82}",2,0,50.0
385,5242.106499999994,5755.348888888889,42.95666666666666,1352.0,0.4626562097660435,"{""0"": 72, ""1"": 71}",2,0,50.3
386,5127.788062500001,5807.458611111111,42.98722222222222,1332.0,0.4617308973465114,"{""0"": 79, ""1"": 78}",2,0,50.3
387,4793.650562500011,5959.2780555555555,43.680277777777775,1275.0,0.46080743555181836,"{""0"": 85, ""1"": 84}",2,0,50.3
388,4958.116124999998,5892.883888888889,43.59888888888889,1302.0,0.4598858206807147,"{""0"": 72, ""1"": 71}",2,0,50.3
389,5260.042062499992,5701.035277777778,42.4,1352.0,0.4589660490393533,"{""0"": 79, ""1"": 79}",2,0,50.0
390,5029.536875000016,5865.986111111111,43.718333333333334,1315.0,0.45804811694127456,"{""0"": 70, ""1"": 70}",2,0,50.0
391,5205.86481249999,5830.411944444444,43.17166666666667,1348.0,0.457132020707392,"{""0"": 78, ""1"": 78}",2,0,50.0
392,5246.050000000014,5767.638888888889,42.94166666666667,1354.0,0.45621775666597725,"{""0"": 76, ""1"": 75}",2,0,50.3
393,4980.602999999992,5855.67,42.83166666666666,1306.0,0.45530532115264527,"{""0"": 78, ""1"": 77}",2,0,50.3
394,5204.602499999996,5840.25,43.33222222222222,1348.0,0.45439471051033997,"{""0"": 70, ""1"": 70}",2,0,50.0
395,5116.444375000015,5895.122222222222,43.57083333333333,1334.0,0.4534859210893193,"{""0"": 79, ""1"": 78}",2,0,50.3
396,5467.168937500007,5916.1825,43.653888888888886,1407.0,0.45257894924714065,"{""0"": 80, ""1"": 79}",2,0,50.3
397,5070.5703750000075,5716.828888888889,42.25805555555556,1315.0,0.4516737913486464,"{""0"": 72, ""1"": 72}",2,0,50.0
398,5183.439374999987,5831.061111111111,43.15416666666667,1344.0,0.4507704437659491,"{""0"": 76, ""1"": 76}",2,0,50.0
399,5034.530687499999,5920.8886111111115,43.41416666666667,1321.0,0.4498689028784172,"{""0"": 84, ""1"": 84}",2,0,50.0
400,4909.887062499998,5689.993611111111,41.98138888888889,1282.0,0.4489691650726603,"{""0"": 75, ""1"": 74}",2,0,50.3
